,title,cast,crew,genres,keywords,original_language
2778,fright_night,"['chris_sarandon', 'william_ragsdale', 'amanda_bearse', 'roddy_mcdowall', 'stephen_geoffreys', 'jonathan_stark', 'nick_savage', 'art_evans', 'bob_corff', 'dorothy_fielding', 'heidi_sorenson']",['tom_holland'],['horror'],"['virgin', 'vampire', 'transformation', 'supernatural_powers', 'undead']",en
2779,fright_night_part_2,"['roddy_mcdowall', 'william_ragsdale', 'traci_lind', 'julie_carmen', 'jon_gries', 'brian_thompson', 'merritt_butrick', 'ernie_sabella', 'alexander_folk', 'john_lafayette']",['tommy_lee_wallace'],"['comedy', 'horror']",[],en
2780,la_separation,"['isabelle_huppert', 'daniel_auteuil', 'karin_viard', 'jerome_deschamps']",['christian_vincent'],"['drama', 'foreign']",[],en
2781,barefoot_in_the_park,"['robert_redford', 'jane_fonda', 'charles_boyer', 'mildred_natwick', 'herb_edelman', 'mabel_albertson', 'fritz_feld', 'ted_hartley', 'james_stone']",['gene_saks'],"['comedy', 'romance']","['love', 'lawyer', 'conservative', 'new_york_city', 'apartment']",en
2782,deliverance,"['jon_voight', 'burt_reynolds', 'ned_beatty', 'ronny_cox', 'ed_ramey', 'billy_redden', 'seamon_glass', 'randall_deal', 'bill_mckinney', 'herbert_cowboy_coward', 'lewis_crone', 'ken_keener', 'johnny_popwell', 'john_fowler', 'kathy_rickman', 'louise_coldren', 'pete_ware', 'james_dickey', 'macon_mccalman', 'hoyt_pollard', 'belinda_beatty', 'charley_boorman']",['john_boorman'],"['drama', 'adventure', 'thriller']","['strangeness', 'wound', 'wilderness', 'canoe', 'rafting']",en
2783,excalibur,"['nigel_terry', 'helen_mirren', 'nicholas_clay', 'cherie_lunghi', 'paul_geoffrey', 'nicol_williamson', 'corin_redgrave', 'patrick_stewart', 'keith_buckley', 'clive_swift', 'liam_neeson', 'gabriel_byrne', 'robert_addie', 'katrine_boorman', 'ciaran_hinds', 'niall_o_brien']",['john_boorman'],"['fantasy', 'adventure']","['holy_grail', 'love_triangle', 'england', 'prophecy', 'rape']",en
2784,lulu_on_the_bridge,"['harvey_keitel', 'richard_edson', 'don_byron', 'kevin_corrigan', 'mira_sorvino', 'victor_argo', 'harold_perrineau', 'gina_gershon', 'sophie_auster', 'mandy_patinkin', 'holly_buczek', 'vanessa_redgrave', 'david_byrne', 'peggy_gormley', 'greg_johnson', 'willem_dafoe']",['paul_auster'],"['drama', 'mystery', 'romance', 'thriller']","['jazz', 'saxophonist', 'shooting', 'independent_film', 'extramarital_affair']",en
2785,the_pajama_game,"['doris_day', 'john_raitt', 'carol_haney', 'eddie_foy_jr_', 'reta_shaw', 'barbara_nichols', 'thelma_pelish', 'jack_straw', 'ralph_dunn', 'larri_thomas']","['george_abbott', 'stanley_donen']","['comedy', 'music']",['musical'],en
2786,sommersby,"['jodie_foster', 'richard_gere', 'bill_pullman', 'james_earl_jones', 'lanny_flaherty', 'william_windom', 'wendell_wellman', 'brett_kelley', 'clarice_taylor', 'frankie_faison', 'r_lee_ermey', 'ray_mckinnon', 'richard_hamilton']",['jon_amiel'],"['drama', 'thriller', 'mystery', 'romance']","['southern_usa', 'wife_husband_relationship', 'amnesia', 'war_veteran', 'return']",en
2787,thumbelina,"['jodi_benson', 'gino_conforti', 'barbara_cook', 'gary_imhoff', 'charo', 'gilbert_gottfried', 'carol_channing', 'will_ryan', 'june_foray', 'kenneth_mars', 'joe_lynch', 'danny_mann', 'loren_lester', 'kendall_cunningham', 'tawny_sunshine_glover', 'michael_nunes']","['gary_goldman', 'don_bluth']","['animation', 'drama', 'family', 'fantasy']",['based_on_fairy_tale'],en
2788,tommy,"['oliver_reed', 'ann_margret', 'roger_daltrey', 'elton_john', 'eric_clapton', 'jack_nicholson', 'john_entwistle', 'keith_moon', 'paul_nicholas', 'robert_powell', 'pete_townshend', 'tina_turner', 'arthur_brown', 'victoria_russell', 'ben_aris']",['ken_russell'],"['drama', 'music']","['christmas_party', 'musical', 'christmas_tree', 'mute', 'pinball']",en
2789,hell_night,"['linda_blair', 'vince_van_patten', 'peter_barton', 'suki_goodwin', 'kevin_brophy', 'jenny_neumann', 'jimmy_sturtevant']",['tom_desimone'],['horror'],"['haunted_house', 'college', 'abandoned_house', 'serial_killer', 'slasher']",en
2790,armour_of_god_ii_operation_condor,"['jackie_chan', 'carol_cheng', 'eva_cobo', 'shoko_ikeda', 'vincent_lyn', 'jonathan_isgar', 'dan_mintz', 'bozidar_smiljanic', 'nick_brandon', 'aldo_sambrell', 'ken_lo', 'ken_goodman', 'winston_g_ellis', 'wayne_archer', 'bruce_fontaine', 'steve_tartalia', 'john_ladalski', 'mark_king', 'chen_chi_hwa', 'charles_yeomans', 'mars', 'benny_lai_keung_kuen', 'chan_chiu_yung', 'wan_fat']",['jackie_chan'],"['action', 'adventure', 'crime', 'thriller']","['gold', 'nazis', 'wilderness', 'treasure_hunt']",cn
2791,armour_of_god,"['jackie_chan', 'alan_tam', 'rosamund_kwan', 'lola_forner', 'bozidar_smiljanic', 'ken_boyle', 'john_ladalski', 'robert_o_brien', 'marcia_chisholm', 'boris_gregoric', 'alicia_shonte', 'vivian_wickliffe', 'stephanie_evans', 'linda_denley']","['jackie_chan', 'eric_tsang']","['adventure', 'action', 'comedy']","['africa', 'sword', 'auction']",cn
2792,double_jeopardy,"['tommy_lee_jones', 'ashley_judd', 'bruce_greenwood', 'annabeth_gish', 'benjamin_weir', 'jay_brazeau', 'john_maclaren', 'tracy_vilar']",['bruce_beresford'],"['crime', 'drama', 'mystery', 'thriller']","['prison', 'sailboat', 'sailing_trip', 'new_orleans', 'women_s_prison']",en
2793,jakob_the_liar,"['robin_williams', 'armin_mueller_stahl', 'hannah_taylor_gordon', 'eva_igo', 'istvan_balint', 'justus_von_dohnanyi', 'kathleen_gati', 'bob_balaban', 'alan_arkin', 'michael_jeter', 'mark_margolis', 'liev_schreiber']",['peter_kassovitz'],"['comedy', 'drama', 'history']","['jewry', 'schutzstaffel', 'jewish_life', 'jewish_ghetto']",en
2794,mumford,"['loren_dean', 'hope_davis', 'jason_lee', 'alfre_woodard', 'zooey_deschanel', 'mary_mcdonnell', 'pruitt_taylor_vince', 'martin_short', 'david_paymer', 'jane_adams', 'dana_ivey', 'kevin_tighe', 'ted_danson', 'elisabeth_moss', 'robert_stack', 'jason_ritter']",['lawrence_kasdan'],"['comedy', 'drama', 'romance']",[],en
2795,dog_park,"['natasha_henstridge', 'luke_wilson', 'janeane_garofalo', 'bruce_mcculloch', 'kristin_lehman', 'amie_carey', 'gordon_currie', 'harland_williams', 'mark_mckinney', 'ron_james', 'albert_schultz', 'jerry_schaefer', 'zachary_bennett', 'kathleen_robertson', 'peter_macneill']",['bruce_mcculloch'],"['romance', 'comedy']",[],en
2796,guinevere,"['sarah_polley', 'stephen_rea', 'jean_smart', 'gina_gershon', 'paul_dooley', 'francis_guinan', 'jasmine_guy', 'tracy_letts', 'sandra_oh', 'carrie_preston', 'emily_procter']",['audrey_wells'],"['drama', 'romance']","['photographer', 'dysfunctional_family', 'independent_film', 'older_man_younger_woman_relationship', 'bohemian']",en
2797,the_adventures_of_elmo_in_grouchland,"['kevin_clash', 'mandy_patinkin', 'vanessa_williams', 'sonia_manzano', 'roscoe_orman', 'stephanie_d_abruzzo', 'dave_goelz', 'joey_mazzarino', 'jerry_nelson', 'carmen_osbahr', 'martin_p_robinson', 'david_rudman', 'caroll_spinney', 'steve_whitmire', 'alison_bartlett', 'frank_oz', 'ruth_buzzi', 'emilio_delgado', 'loretta_long', 'bob_mcgrath', 'drew_allison', 'bill_barretta', 'john_boone', 'r_lee_bryan', 'leslie_carrara_rudolph', 'lisa_consolo', 'jodi_eichelberger', 'rowell_gormon', 'mary_harrison', 'rob_killen', 'bruce_lanoil', 'bob_lynch', 'ed_may', 'tim_parati', 'annie_peterle', 'andy_stone', 'lisa_sturz', 'matt_vogel', 'lucky_yates', 'fran_brill', 'kirk_r_thatcher']",['gary_halvorson'],['family'],[],en
2798,simon_sez,"['dennis_rodman', 'dane_cook', 'john_pinette', 'ricky_harris', 'filip_nikolic', 'natalia_cigliuti', 'emma_wiklund', 'jerome_pradon', 'xiong_xin_xin', 'henry_courseaux', 'igor_de_savitch', 'clayton_day', 'jean_michel_dagory', 'pierre_madengar']",['kevin_elders'],"['action', 'comedy', 'thriller']",[],en
2799,drive_me_crazy,"['melissa_joan_hart', 'stephen_collins', 'adrian_grenier', 'susan_may_pratt', 'ali_larter', 'keri_lynn_pratt', 'mark_metcalf', 'william_converse_roberts', 'faye_grant', 'kris_park', 'mark_webber', 'gabriel_carpenter']",['john_schultz'],"['drama', 'comedy', 'romance', 'family']","['high_school', 'prom', 'next_door_neighbor']",en
2800,mystery_alaska,"['russell_crowe', 'hank_azaria', 'mary_mccormack', 'burt_reynolds', 'colm_meaney', 'lolita_davidovich', 'maury_chaykin', 'ron_eldard', 'ryan_northcott', 'michael_buie', 'kevin_durand', 'scott_grimes', 'jason_gray_stanford', 'brent_stait', 'adam_beach', 'cameron_bancroft', 'michael_mckean', 'rachel_wilson', 'beth_littleford', 'megyn_price', 'judith_ivey', 'stephen_hair', 'mike_myers', 'terry_david_mulligan', 'betty_linde', 'matt_clarke', 'karen_gartner']",['jay_roach'],"['drama', 'comedy']","['sport', 'ice_hockey']",en
2801,three_kings,"['george_clooney', 'mark_wahlberg', 'ice_cube', 'spike_jonze', 'cliff_curtis', 'nora_dunn', 'jamie_kennedy', 'said_taghmaoui', 'mykelti_williamson', 'holt_mccallany', 'judy_greer', 'jon_sklaroff', 'liz_stauber', 'alia_shawkat', 'sayed_badreya', 'ali_afshar', 'dylan_brown']",['david_o_russell'],"['action', 'adventure', 'comedy']","['gold', 'gulf_war', 'three_kings', 'iraq', 'kuwait']",en
2802,happy_texas,"['steve_zahn', 'william_h_macy', 'jeremy_northam', 'ally_walker', 'ron_perlman', 'illeana_douglas', 'm_c_gainey', 'mo_gaffney', 'paul_dooley']",['mark_illsley'],"['comedy', 'crime']","['small_town', 'texas', 'con_man', 'fraud', 'independent_film']",en
2803,new_rose_hotel,"['christopher_walken', 'willem_dafoe', 'asia_argento', 'gretchen_mol', 'annabella_sciorra', 'john_lurie', 'victor_argo', 'ryuichi_sakamoto']",['abel_ferrara'],"['drama', 'science_fiction', 'mystery']","['female_nudity', 'nudity', 'independent_film', 'cyberpunk', 'skinny_dipping']",en
2804,plunkett_macleane,"['jonny_lee_miller', 'robert_carlyle', 'liv_tyler', 'ken_stott', 'michael_gambon', 'alan_cumming', 'alexander_armstrong', 'ben_miller', 'tommy_flanagan', 'iain_robertson', 'david_walliams', 'matt_lucas', 'noel_fielding', 'claire_rushbrook', 'terence_rigby', 'nicholas_farrell', 'tom_ward', 'stephen_walters', 'neve_mcintosh']",['jake_scott'],"['drama', 'action', 'comedy']","['railroad_robber', 'robbery', 'victorian_england', 'thief']",en
2805,romance,"['brian_allard', 'amber_arrigotti', 'robynn_hayek', 'rollyn_stafford', 'michael_cahill', 'colton_hartill']",['andy_mingo'],"['romance', 'drama', 'comedy']",[],en
2806,napoleon_and_samantha,"['michael_douglas', 'jodie_foster', 'johnny_whitaker', 'will_geer', 'henry_jones', 'vito_scotti', 'ellen_corby', 'mary_wickes', 'arch_johnson', 'rex_holman']",['bernard_mceveety'],"['action', 'adventure', 'drama', 'family']",[],en
2807,alvarez_kelly,"['william_holden', 'richard_widmark', 'janice_rule', '', 'victoria_shaw', 'roger_c_carmel', 'richard_rust', 'arthur_franz', 'don_barry', 'harry_carey_jr_', 'duke_hobbie', 'howard_caine']",['edward_dmytryk'],"['action', 'war', 'western']","['colonel', 'cattle', 'mexican', 'confederate', 'cattleman']",en
2808,and_the_ship_sails_on,"['freddie_jones', 'barbara_jefford', 'fred_williams', 'peter_cellier', 'elisa_mainardi', 'pina_bausch', 'maurice_barrier', 'janet_suzman', 'victor_poletti', 'norma_west', 'sarah_jane_varley', 'fiorenzo_serra']",['federico_fellini'],"['comedy', 'drama', 'foreign', 'music']","['cruise', 'boat_accident', 'ship', 'war', 'independent_film']",it
2809,the_dark_half,"['timothy_hutton', 'amy_madigan', 'michael_rooker', 'julie_harris', 'robert_joy', 'kent_broadhurst', 'beth_grant', 'rutanya_alda', 'tom_mardirosian', 'larry_john_meyers', 'patrick_brannan', 'royal_dano', 'glenn_colerider', 'chelsea_field', 'christine_forrest', 'jeff_monahan', 'jeff_howell', 'rik_billock', 'david_early']",['george_a_romero'],"['mystery', 'horror']","['sheriff', 'based_on_novel', 'blackmail', 'book', 'razor']",en
2810,gulliver_s_travels,"['lanny_ross', 'sam_parker', 'pinto_colvig', 'jack_mercer', 'cal_howard', 'tedd_pierce', 'livonia_warren', 'jessica_dragonette']",['dave_fleischer'],"['action', 'adventure', 'animation', 'family']","['musical', 'giant']",en
2811,monkey_shines,"['jason_beghe', 'john_pankow', 'kate_mcneil', 'joyce_van_patten', 'christine_forrest', 'stephen_root', 'stanley_tucci', 'tom_quinn', 'janine_turner', 'william_newman', 'tudi_wiggins', 'patricia_tallman', 'david_early']",['george_a_romero'],"['thriller', 'drama', 'horror', 'science_fiction']","['based_on_novel', 'paralysis', 'revenge', 'rage', 'monkey']",en
2812,phantasm,"['angus_scrimm', 'a_michael_baldwin', 'bill_thornbury', 'reggie_bannister', 'kathy_lester', 'terrie_kalbus', 'lynn_eastman_rossi', 'kenneth_v_jones', 'susan_harper', 'david_arntzen', 'ralph_richmond', 'bill_cone']",['don_coscarelli'],"['horror', 'science_fiction']","['evil', 'ice_cream_man', 'mausoleum', 'tall_man', 'sentinals']",en
2813,psycho_ii,"['anthony_perkins', 'vera_miles', 'meg_tilly', 'robert_loggia', 'dennis_franz', 'hugh_gillin', 'claudia_bryar', 'robert_alan_browne', 'ben_hartigan', 'lee_garlington', 'tim_maier', 'jill_carroll', 'tom_holland', 'oz_perkins', 'chris_hendrie', 'sheila_k_adams', 'bob_hilgenberg', 'george_dickerson', 'thaddeus_smith', 'victoria_brown', 'robert_traynor']",['richard_franklin'],"['horror', 'mystery', 'thriller']","['female_nudity', 'nudity', 'motel', 'psychopath', 'sequel']",en
2814,psycho_iii,"['anthony_perkins', 'diana_scarwid', 'jeff_fahey', 'roberta_maxwell', 'hugh_gillin', 'lee_garlington', 'robert_alan_browne', 'gary_bayer', 'patience_cleveland', 'juliette_cummins', 'katt_shea', 'brinke_stevens']",['anthony_perkins'],"['horror', 'thriller']","['schizophrenia', 'male_nudity', 'female_nudity', 'prostitute', 'sex']",en
2815,rain,"['joan_crawford', 'walter_huston', 'matt_moore', 'guy_kibbee', 'william_gargan', 'beulah_bondi', 'kendall_lee', 'mary_shaw', 'fred_howard', 'ben_hendricks_jr_', 'walter_catlett']",['lewis_milestone'],['drama'],"['missionary', 'prostitute', 'rain', 'deluge', 'black_and_white']",en
2816,sanjuro,"['toshiro_mifune', 'tatsuya_nakadai', 'keiju_kobayashi', 'yuzo_kayama', 'takashi_shimura', 'kamatari_fujiwara', 'masao_shimizu', 'yunosuke_ito', 'takako_irie', 'reiko_dan', 'yutaka_sada', 'akira_kubo', 'yoshio_tsuchiya', 'kunie_tanaka', 'akihiko_hirata', 'hiroshi_tachikawa', 'tatsuyoshi_ehara', 'sachio_sakai', 'kenzo_matsui', 'tatsuhiko_namisato']",['akira_kurosawa'],"['drama', 'action', 'comedy']","['japan', 'corruption', 'samurai', 'temple', 'fighter']",ja
2817,random_hearts,"['harrison_ford', 'kristin_scott_thomas', 'charles_s_dutton', 'bonnie_hunt', 'dennis_haysbert', 'sydney_pollack', 'richard_jenkins', 'paul_guilfoyle', 'susanna_thompson', 'peter_coyote', 'dylan_baker', 'lynne_thigpen', 'susan_floyd', 'bill_cobbs', 'kate_mara', 'ariana_thomas', 'nelson_landrieu', 'brooke_smith', 'christina_chang', 'michelle_hurd', 'reiko_aylesworth', 'raymond_anthony_thomas', 'edie_falco', 's_epatha_merkerson']",['sydney_pollack'],"['drama', 'romance']","['infidelity', 'politician', 'airplane_crash', 'death', 'death_of_husband']",en
2818,superstar,"['molly_shannon', 'will_ferrell', 'elaine_hendrix', 'harland_williams', 'tom_green', 'glynis_johns', 'mark_mckinney', 'jason_blicker', 'gerry_bamman', 'emmy_laybourne', 'jennifer_irwin', 'rob_stefaniuk', 'natalie_radford', 'karyn_dwyer', 'chuck_campbell', 'jack_newman', 'donna_hanover', 'dan_redican', 'joan_massiah', 'jean_howell', 'mallory_margel', 'aidan_kelly', 'jane_moffat', 'tracy_wright', 'robert_clark', 'boyd_banks', 'joanna_bennett', 'spencer_humm', 'fraser_mcgregor', 'jonathan_gabriel_robbins', 'jason_sehorn']",['bruce_mcculloch'],"['comedy', 'family']",[],en
2819,boys_don_t_cry,"['hilary_swank', 'chloe_sevigny', 'peter_sarsgaard', 'brendan_sexton_iii', 'alicia_goranson', 'alison_folland', 'jeannetta_arnette', 'rob_campbell', 'matt_mcgrath', 'cheyenne_rushing', 'robert_prentiss', 'josh_ridgway', 'craig_erickson', 'stephanie_sechrist', 'jerry_haynes', 'lou_perryman', 'lisa_renee_wilson', 'jackson_d_kane', 'joseph_gibson', 'michael_tripp', 'shana_mcclendon', 'libby_villari', 'paige_carl_griggs', 'gail_cronauer']",['kimberly_peirce'],"['crime', 'drama']","['rape', 'sex', 'identity', 'small_town', 'love']",en
2820,five_wives_three_secretaries_and_me,[],['tessa_blake'],['documentary'],['woman_director'],en
2821,l_ennui,"['charles_berling', 'sophie_guillemin', 'arielle_dombasle', 'robert_kramer', 'alice_grey', 'maurice_antoni', 'tom_ouedraogo', 'patrick_arrachequesne']",['cedric_kahn'],"['drama', 'romance']",[],fr
2822,the_grandfather,"['fernando_fernan_gomez', 'rafael_alonso', 'cayetana_guillen_cuervo', 'agustin_gonzalez', 'cristina_cruz', 'alicia_rozas', 'fernando_guillen', 'francisco_piquer', 'maria_massip', 'jose_caride', 'francisco_algora', 'juan_calot', 'jose_luis_merino', 'antonio_valero', 'felix_acaso', 'julio_gavilanes', 'emma_cohen']",['jose_luis_garci'],"['drama', 'foreign']","['spain', 'based_on_novel', 'infidelity', 'grandfather', 'suicidal_thoughts']",es
2823,the_limey,"['terence_stamp', 'lesley_ann_warren', 'luis_guzman', 'barry_newman', 'joe_dallesandro', 'nicky_katt', 'peter_fonda', 'amelia_heinle', 'melissa_george', 'william_lucking', 'matthew_kimbrough', 'john_robotham', 'steve_heinze', 'nancy_lenehan']",['steven_soderbergh'],"['action', 'crime', 'drama', 'mystery', 'thriller']","['prison', 'release_from_prison', 'suitcase', 'record_producer', 'investigation']",en
2824,the_mating_habits_of_the_earthbound_human,"['carmen_electra', 'mackenzie_astin', 'david_hyde_pierce', 'lucy_liu', 'markus_redmond', 'lisa_rotondi', 'marc_blucas']",['jeff_abugov'],"['comedy', 'romance', 'science_fiction']","['secret_love', 'independent_film', 'stalking']",en
2825,molly,"['elisabeth_shue', 'aaron_eckhart', 'jill_hennessy', 'thomas_jane', 'd_w_moffett', 'elizabeth_mitchell', 'robert_harper', 'elaine_hendrix', 'michael_paul_chan', 'lucy_liu', 'jon_pennell', 'sarah_wynter', 'nicholas_pryor', 'jay_acovone', 'musetta_vander', 'athena_massey']",['john_duigan'],"['drama', 'comedy', 'romance']",[],en
2826,risky_business,"['tom_cruise', 'rebecca_de_mornay', 'sean_penn', 'joe_pantoliano', 'richard_masur', 'curtis_armstrong', 'bronson_pinchot', 'shera_danese']",['paul_brickman'],"['comedy', 'romance']","['brothel', 'high_school', 'party']",en
2827,total_recall,"['arnold_schwarzenegger', 'sharon_stone', 'rachel_ticotin', 'ronny_cox', 'michael_ironside', 'marshall_bell', 'roy_brocksmith', 'ray_baker', 'rosemary_dunsmore', 'dean_norris', 'debbie_lee_carrington', 'lycia_naff', 'robert_costanzo', 'marc_alaimo', 'michael_gregory', 'mickey_jones', 'robert_picardo', 'michael_champion', 'mel_johnson_jr_', 'david_knell', 'alexia_robinson']",['paul_verhoeven'],"['action', 'adventure', 'science_fiction']","['oxygen', 'falsely_accused', 'resistance', 'mars', 'double_life']",en
2828,body_heat,"['william_hurt', 'kathleen_turner', 'richard_crenna', 'ted_danson', 'j_a_preston', 'mickey_rourke', 'kim_zimmer', 'thom_sharp']",['lawrence_kasdan'],"['drama', 'thriller', 'crime', 'romance']","['prison', 'smoking', 'infidelity', 'femme_fatale', 'no_air_conditioning']",en
2829,ferris_bueller_s_day_off,"['matthew_broderick', 'alan_ruck', 'mia_sara', 'jeffrey_jones', 'jennifer_grey', 'charlie_sheen', 'cindy_pickett', 'lyman_ward', 'edie_mcclurg', 'ben_stein', 'kristy_swanson', 'larry_flash_jenkins', 'charlie_sheen']",['john_hughes'],['comedy'],"['chicago', 'high_school', 'aftercreditsstinger', 'duringcreditsstinger']",en
2830,the_year_of_living_dangerously,"['mel_gibson', 'sigourney_weaver', 'linda_hunt', 'michael_murphy', 'bill_kerr', 'noel_ferrier', 'bembol_roco', 'paul_sonkkila', 'domingo_landicho', 'kuh_ledesma']",['peter_weir'],"['war', 'drama', 'romance']","['civil_war', 'embassy', 'indonesia', 'falling_in_love']",en
2831,children_of_paradise,"['arletty', 'jean_louis_barrault', 'pierre_brasseur', 'maria_casares', 'marcel_herrand', 'louis_salou', 'pierre_renoir', 'jane_marken', 'gaston_modot', 'fabien_loris', 'marcel_peres', 'etienne_decroux', 'marcelle_monthil', 'louis_florencie', 'habib_benglia', 'rognoni', 'jacques_castelot', 'paul_frankeur', 'albert_remy', 'robert_dhery', 'auguste_boverio', 'paul_demange', 'lucienne_legrand', 'maurice_schutz', 'joe_alex', 'nicolas_bataille', 'gerard_blain', 'bill_bocket', 'albert_broquin', 'josselin', 'paul_temps', 'michel_vadet', 'roger_vincent', 'rivers_cadet', 'jean_carmet', 'jean_diener', 'guy_favieres', 'jean_gold', 'gustave_hamilton', 'jean_lanier', 'leon_larive', 'marcel_melrac', 'andre_numes_fils', 'raphael_patorni', 'pierre_palau']",['marcel_carne'],"['drama', 'romance']","['pantomime', 'anarchist', 'count', 'love', 'thief']",fr
